Mod:Item:MetaData, Localized Name
gregtech:gt.meta.foil:8783, oredict.foilAmordrine.name
gregtech:gt.meta.foil:8790, oredict.foilTrinitanium.name
gregtech:gt.meta.foil:8791, oredict.foilDraconium.name
gregtech:gt.meta.foil:8792, oredict.foilDraconiumAwakened.name
gregtech:gt.meta.casingSmall:40, oredict.casingSmallBeryllium.name
gregtech:gt.meta.casingSmall:130, oredict.casingSmallAluminium.name
gregtech:gt.meta.casingSmall:220, oredict.casingSmallTitanium.name
gregtech:gt.meta.casingSmall:240, oredict.casingSmallChromium.name
gregtech:gt.meta.casingSmall:250, oredict.casingSmallManganese.name
gregtech:gt.meta.casingSmall:270, oredict.casingSmallCobalt.name
gregtech:gt.meta.casingSmall:278, oredict.casingSmallCobalt60.name
gregtech:gt.meta.casingSmall:280, oredict.casingSmallNickel.name
gregtech:gt.meta.casingSmall:420, oredict.casingSmallMolybdenum.name
gregtech:gt.meta.casingSmall:460, oredict.casingSmallPalladium.name
gregtech:gt.meta.casingSmall:470, oredict.casingSmallSilver.name
gregtech:gt.meta.casingSmall:600, oredict.casingSmallNeodymium.name
gregtech:gt.meta.casingSmall:740, oredict.casingSmallTungsten.name
gregtech:gt.meta.casingSmall:760, oredict.casingSmallOsmiumElemental.name
gregtech:gt.meta.casingSmall:770, oredict.casingSmallIridium.name
gregtech:gt.meta.casingSmall:780, oredict.casingSmallPlatinum.name
gregtech:gt.meta.casingSmall:830, oredict.casingSmallBismuth.name
gregtech:gt.meta.casingSmall:900, oredict.casingSmallThorium.name
gregtech:gt.meta.casingSmall:920, oredict.casingSmallUranium.name
gregtech:gt.meta.casingSmall:921, oredict.casingSmallUranium235.name
gregtech:gt.meta.casingSmall:940, oredict.casingSmallPlutonium.name
gregtech:gt.meta.casingSmall:943, oredict.casingSmallPlutonium241.name
gregtech:gt.meta.casingSmall:945, oredict.casingSmallPlutonium243.name
gregtech:gt.meta.casingSmall:950, oredict.casingSmallAmericium.name
gregtech:gt.meta.casingSmall:951, oredict.casingSmallAmericium241.name
gregtech:gt.meta.casingSmall:1260, oredict.casingSmallTrinium.name
gregtech:gt.meta.casingSmall:1520, oredict.casingSmallVibranium.name
gregtech:gt.meta.casingSmall:1740, oredict.casingSmallNaquadah.name
gregtech:gt.meta.casingSmall:1741, oredict.casingSmallNaquadahEnriched.name
gregtech:gt.meta.casingSmall:1742, oredict.casingSmallNaquadria.name
gregtech:gt.meta.casingSmall:2220, oredict.casingSmallAdamantium.name
gregtech:gt.meta.casingSmall:8001, oredict.casingSmallGlass.name
gregtech:gt.meta.casingSmall:8002, oredict.casingSmallFlint.name
gregtech:gt.meta.casingSmall:8211, oredict.casingSmallBlaze.name
gregtech:gt.meta.casingSmall:8214, oredict.casingSmallObsidian.name
gregtech:gt.meta.casingSmall:8217, oredict.casingSmallRubber.name
gregtech:gt.meta.casingSmall:8218, oredict.casingSmallPlastic.name
gregtech:gt.meta.casingSmall:8221, oredict.casingSmallWood.name
gregtech:gt.meta.casingSmall:8222, oredict.casingSmallWoodSealed.name
gregtech:gt.meta.casingSmall:8224, oredict.casingSmallWoodRubber.name
gregtech:gt.meta.casingSmall:8300, oredict.casingSmallDiamond.name
gregtech:gt.meta.casingSmall:8301, oredict.casingSmallEmerald.name
gregtech:gt.meta.casingSmall:8302, oredict.casingSmallRuby.name
gregtech:gt.meta.casingSmall:8303, oredict.casingSmallBalasRuby.name
gregtech:gt.meta.casingSmall:8304, oredict.casingSmallSapphire.name
gregtech:gt.meta.casingSmall:8305, oredict.casingSmallGreenSapphire.name
gregtech:gt.meta.casingSmall:8306, oredict.casingSmallTopaz.name
gregtech:gt.meta.casingSmall:8307, oredict.casingSmallBlueTopaz.name
gregtech:gt.meta.casingSmall:8308, oredict.casingSmallTanzanite.name
gregtech:gt.meta.casingSmall:8309, oredict.casingSmallJasper.name
gregtech:gt.meta.casingSmall:8310, oredict.casingSmallAmber.name
gregtech:gt.meta.casingSmall:8311, oredict.casingSmallOlivine.name
gregtech:gt.meta.casingSmall:8312, oredict.casingSmallOpal.name
gregtech:gt.meta.casingSmall:8313, oredict.casingSmallAmethyst.name
gregtech:gt.meta.casingSmall:8314, oredict.casingSmallOrangeSapphire.name
gregtech:gt.meta.casingSmall:8315, oredict.casingSmallYellowSapphire.name
gregtech:gt.meta.casingSmall:8316, oredict.casingSmallVinteum.name
gregtech:gt.meta.casingSmall:8318, oredict.casingSmallEnderPearl.name
gregtech:gt.meta.casingSmall:8319, oredict.casingSmallEnderEye.name
gregtech:gt.meta.casingSmall:8320, oredict.casingSmallNetherStar.name
gregtech:gt.meta.casingSmall:8322, oredict.casingSmallCraponite.name
gregtech:gt.meta.casingSmall:8323, oredict.casingSmallAquamarine.name
gregtech:gt.meta.casingSmall:8324, oredict.casingSmallMorganite.name
gregtech:gt.meta.casingSmall:8325, oredict.casingSmallDioptase.name
gregtech:gt.meta.casingSmall:8326, oredict.casingSmallSpinel.name
gregtech:gt.meta.casingSmall:8328, oredict.casingSmallBlueSapphire.name
gregtech:gt.meta.casingSmall:8342, oredict.casingSmallFirestone.name
gregtech:gt.meta.casingSmall:8343, oredict.casingSmallForce.name
gregtech:gt.meta.casingSmall:8346, oredict.casingSmallNetherQuartz.name
gregtech:gt.meta.casingSmall:8347, oredict.casingSmallCertusQuartz.name
gregtech:gt.meta.casingSmall:8348, oredict.casingSmallChargedCertusQuartz.name
gregtech:gt.meta.casingSmall:8352, oredict.casingSmallInfusedAir.name
gregtech:gt.meta.casingSmall:8353, oredict.casingSmallInfusedFire.name
gregtech:gt.meta.casingSmall:8354, oredict.casingSmallInfusedEarth.name
gregtech:gt.meta.casingSmall:8355, oredict.casingSmallInfusedWater.name
gregtech:gt.meta.casingSmall:8356, oredict.casingSmallInfusedEntropy.name
gregtech:gt.meta.casingSmall:8357, oredict.casingSmallInfusedOrder.name
gregtech:gt.meta.casingSmall:8500, oredict.casingSmallStone.name
gregtech:gt.meta.casingSmall:8501, oredict.casingSmallConcrete.name
gregtech:gt.meta.casingSmall:8503, oredict.casingSmallNetherBrick.name
gregtech:gt.meta.casingSmall:8505, oredict.casingSmallBasalt.name
gregtech:gt.meta.casingSmall:8506, oredict.casingSmallMarble.name
gregtech:gt.meta.casingSmall:8507, oredict.casingSmallGraniteRed.name
gregtech:gt.meta.casingSmall:8508, oredict.casingSmallGraniteBlack.name
gregtech:gt.meta.casingSmall:8509, oredict.casingSmallRedrock.name
gregtech:gt.meta.casingSmall:8511, oredict.casingSmallDiorite.name
gregtech:gt.meta.casingSmall:8599, oredict.casingSmallBedrock.name
gregtech:gt.meta.casingSmall:8600, oredict.casingSmallElectrum.name
gregtech:gt.meta.casingSmall:8601, oredict.casingSmallSterlingSilver.name
gregtech:gt.meta.casingSmall:8602, oredict.casingSmallRoseGold.name
gregtech:gt.meta.casingSmall:8603, oredict.casingSmallAngmallen.name
gregtech:gt.meta.casingSmall:8604, oredict.casingSmallGoldInductive.name
gregtech:gt.meta.casingSmall:8605, oredict.casingSmallCdInAgAlloy.name
gregtech:gt.meta.casingSmall:8606, oredict.casingSmallGildedIron.name
gregtech:gt.meta.casingSmall:8611, oredict.casingSmallBlackBronze.name
gregtech:gt.meta.casingSmall:8612, oredict.casingSmallBismuthBronze.name
gregtech:gt.meta.casingSmall:8613, oredict.casingSmallHepatizon.name
gregtech:gt.meta.casingSmall:8620, oredict.casingSmallBrass.name
gregtech:gt.meta.casingSmall:8621, oredict.casingSmallCobaltBrass.name
gregtech:gt.meta.casingSmall:8622, oredict.casingSmallAluminiumAlloy.name
gregtech:gt.meta.casingSmall:8631, oredict.casingSmallBlackSteel.name
gregtech:gt.meta.casingSmall:8632, oredict.casingSmallRedSteel.name
gregtech:gt.meta.casingSmall:8633, oredict.casingSmallBlueSteel.name
gregtech:gt.meta.casingSmall:8634, oredict.casingSmallDamascusSteel.name
gregtech:gt.meta.casingSmall:8635, oredict.casingSmallTungstensteel.name
gregtech:gt.meta.casingSmall:8636, oredict.casingSmallStainlessSteel.name
gregtech:gt.meta.casingSmall:8637, oredict.casingSmallHSLASteel.name
gregtech:gt.meta.casingSmall:8638, oredict.casingSmallTungstenCarbide.name
gregtech:gt.meta.casingSmall:8639, oredict.casingSmallHSLASpringSteel.name
gregtech:gt.meta.casingSmall:8640, oredict.casingSmallAnnealedCopper.name
gregtech:gt.meta.casingSmall:8641, oredict.casingSmallDeepIron.name
gregtech:gt.meta.casingSmall:8642, oredict.casingSmallPigIron.name
gregtech:gt.meta.casingSmall:8643, oredict.casingSmallWroughtIron.name
gregtech:gt.meta.casingSmall:8644, oredict.casingSmallIronCompressed.name
gregtech:gt.meta.casingSmall:8645, oredict.casingSmallIronMagnetic.name
gregtech:gt.meta.casingSmall:8646, oredict.casingSmallSteelMagnetic.name
gregtech:gt.meta.casingSmall:8647, oredict.casingSmallNeodymiumMagnetic.name
gregtech:gt.meta.casingSmall:8648, oredict.casingSmallDarkIron.name
gregtech:gt.meta.casingSmall:8649, oredict.casingSmallMeteoricIron.name
gregtech:gt.meta.casingSmall:8650, oredict.casingSmallMeteoricSteel.name
gregtech:gt.meta.casingSmall:8651, oredict.casingSmallSteelGalvanized.name
gregtech:gt.meta.casingSmall:8652, oredict.casingSmallTungstenSintered.name
gregtech:gt.meta.casingSmall:8661, oredict.casingSmallInvar.name
gregtech:gt.meta.casingSmall:8662, oredict.casingSmallCupronickel.name
gregtech:gt.meta.casingSmall:8663, oredict.casingSmallNichrome.name
gregtech:gt.meta.casingSmall:8664, oredict.casingSmallKanthal.name
gregtech:gt.meta.casingSmall:8665, oredict.casingSmallMagnalium.name
gregtech:gt.meta.casingSmall:8666, oredict.casingSmallUltimet.name
gregtech:gt.meta.casingSmall:8667, oredict.casingSmallTinAlloy.name
gregtech:gt.meta.casingSmall:8670, oredict.casingSmallShadowIron.name
gregtech:gt.meta.casingSmall:8671, oredict.casingSmallShadowSteel.name
gregtech:gt.meta.casingSmall:8672, oredict.casingSmallIronWood.name
gregtech:gt.meta.casingSmall:8673, oredict.casingSmallSteeleaf.name
gregtech:gt.meta.casingSmall:8674, oredict.casingSmallKnightmetal.name
gregtech:gt.meta.casingSmall:8675, oredict.casingSmallFierySteel.name
gregtech:gt.meta.casingSmall:8676, oredict.casingSmallAstralSilver.name
gregtech:gt.meta.casingSmall:8677, oredict.casingSmallMidasium.name
gregtech:gt.meta.casingSmall:8678, oredict.casingSmallMithril.name
gregtech:gt.meta.casingSmall:8679, oredict.casingSmallThaumium.name
gregtech:gt.meta.casingSmall:8680, oredict.casingSmallDarkThaumium.name
gregtech:gt.meta.casingSmall:8681, oredict.casingSmallVoidMetal.name
gregtech:gt.meta.casingSmall:8682, oredict.casingSmallOsmiridium.name
gregtech:gt.meta.casingSmall:8683, oredict.casingSmallSunnarium.name
gregtech:gt.meta.casingSmall:8684, oredict.casingSmallTrinaquadalloy.name
gregtech:gt.meta.casingSmall:8685, oredict.casingSmallChromiumDioxide.name
gregtech:gt.meta.casingSmall:8700, oredict.casingSmallAluminiumBrass.name
gregtech:gt.meta.casingSmall:8701, oredict.casingSmallAredrite.name
gregtech:gt.meta.casingSmall:8702, oredict.casingSmallAlumite.name
gregtech:gt.meta.casingSmall:8703, oredict.casingSmallManyullyn.name
gregtech:gt.meta.casingSmall:8704, oredict.casingSmallVibraniumSteel.name
gregtech:gt.meta.casingSmall:8705, oredict.casingSmallVibraniumSilver.name
gregtech:gt.meta.casingSmall:8706, oredict.casingSmallVibramantium.name
gregtech:gt.meta.casingSmall:8707, oredict.casingSmallArdite.name
gregtech:gt.meta.casingSmall:8708, oredict.casingSmallSignalum.name
gregtech:gt.meta.casingSmall:8709, oredict.casingSmallLumium.name
gregtech:gt.meta.casingSmall:8710, oredict.casingSmallEnderium.name
gregtech:gt.meta.casingSmall:8711, oredict.casingSmallElectrumFlux.name
gregtech:gt.meta.casingSmall:8718, oredict.casingSmallBedrockHSLAAlloy.name
gregtech:gt.meta.casingSmall:8719, oredict.casingSmallOsmium.name
gregtech:gt.meta.casingSmall:8720, oredict.casingSmallManasteel.name
gregtech:gt.meta.casingSmall:8721, oredict.casingSmallTerrasteel.name
gregtech:gt.meta.casingSmall:8722, oredict.casingSmallElvenElementium.name
gregtech:gt.meta.casingSmall:8725, oredict.casingSmallPulsatingIron.name
gregtech:gt.meta.casingSmall:8726, oredict.casingSmallVibrantAlloy.name
gregtech:gt.meta.casingSmall:8727, oredict.casingSmallConductiveIron.name
gregtech:gt.meta.casingSmall:8728, oredict.casingSmallEnergeticAlloy.name
gregtech:gt.meta.casingSmall:8729, oredict.casingSmallEnderiumBase.name
gregtech:gt.meta.casingSmall:8730, oredict.casingSmallElectricalSteel.name
gregtech:gt.meta.casingSmall:8731, oredict.casingSmallDarkSteel.name
gregtech:gt.meta.casingSmall:8732, oredict.casingSmallSoularium.name
gregtech:gt.meta.casingSmall:8750, oredict.casingSmallDesh.name
gregtech:gt.meta.casingSmall:8751, oredict.casingSmallDuranium.name
gregtech:gt.meta.casingSmall:8752, oredict.casingSmallTritanium.name
gregtech:gt.meta.casingSmall:8765, oredict.casingSmallCeruclase.name
gregtech:gt.meta.casingSmall:8766, oredict.casingSmallAtlarus.name
gregtech:gt.meta.casingSmall:8767, oredict.casingSmallOureclase.name
gregtech:gt.meta.casingSmall:8768, oredict.casingSmallKalendrite.name
gregtech:gt.meta.casingSmall:8769, oredict.casingSmallOrichalcum.name
gregtech:gt.meta.casingSmall:8770, oredict.casingSmallCarmot.name
gregtech:gt.meta.casingSmall:8771, oredict.casingSmallSanguinite.name
gregtech:gt.meta.casingSmall:8772, oredict.casingSmallVyroxeres.name
gregtech:gt.meta.casingSmall:8773, oredict.casingSmallEximite.name
gregtech:gt.meta.casingSmall:8774, oredict.casingSmallPrometheum.name
gregtech:gt.meta.casingSmall:8775, oredict.casingSmallIgnatius.name
gregtech:gt.meta.casingSmall:8776, oredict.casingSmallVulcanite.name
gregtech:gt.meta.casingSmall:8777, oredict.casingSmallInolashite.name
gregtech:gt.meta.casingSmall:8778, oredict.casingSmallHaderoth.name
gregtech:gt.meta.casingSmall:8779, oredict.casingSmallCelenegil.name
gregtech:gt.meta.casingSmall:8781, oredict.casingSmallDesichalkos.name
gregtech:gt.meta.casingSmall:8782, oredict.casingSmallTartarite.name
gregtech:gt.meta.casingSmall:8783, oredict.casingSmallAmordrine.name
gregtech:gt.meta.casingSmall:8790, oredict.casingSmallTrinitanium.name
gregtech:gt.meta.casingSmall:8791, oredict.casingSmallDraconium.name
gregtech:gt.meta.casingSmall:8792, oredict.casingSmallDraconiumAwakened.name
gregtech:gt.meta.casingSmall:9101, oredict.casingSmallAlmandine.name
gregtech:gt.meta.casingSmall:9102, oredict.casingSmallAndradite.name
gregtech:gt.meta.casingSmall:9119, oredict.casingSmallGrossular.name
gregtech:gt.meta.casingSmall:9127, oredict.casingSmallPyrope.name
gregtech:gt.meta.casingSmall:9129, oredict.casingSmallSpessartine.name
gregtech:gt.meta.casingSmall:9135, oredict.casingSmallUvarovite.name
gregtech:gt.meta.casingSmall:9170, oredict.casingSmallGneiss.name
gregtech:gt.meta.casingSmall:9171, oredict.casingSmallGreenschist.name
gregtech:gt.meta.casingSmall:9173, oredict.casingSmallGreywacke.name
gregtech:gt.meta.casingSmall:9174, oredict.casingSmallGraphite.name
gregtech:gt.meta.casingSmall:9175, oredict.casingSmallGraphene.name
gregtech:gt.meta.casingSmall:9176, oredict.casingSmallGabbro.name
gregtech:gt.meta.casingSmall:9177, oredict.casingSmallKomatiite.name
gregtech:gt.meta.casingSmall:9178, oredict.casingSmallSiltstone.name
gregtech:gt.meta.casingSmall:9179, oredict.casingSmallRhyolite.name
gregtech:gt.meta.casingSmall:9180, oredict.casingSmallQuartzite.name
gregtech:gt.meta.casingSmall:9181, oredict.casingSmallMigmatite.name
gregtech:gt.meta.casingSmall:9184, oredict.casingSmallBlueschist.name
gregtech:gt.meta.casingSmall:9186, oredict.casingSmallChert.name
gregtech:gt.meta.casingSmall:9187, oredict.casingSmallDacite.name
gregtech:gt.meta.casingSmall:9188, oredict.casingSmallAndesite.name
gregtech:gt.meta.casingSmall:9189, oredict.casingSmallLimestone.name
gregtech:gt.meta.casingSmall:9190, oredict.casingSmallShale.name
gregtech:gt.meta.casingSmall:9191, oredict.casingSmallEclogite.name
gregtech:gt.meta.casingSmall:9802, oredict.casingSmallIce.name
gregtech:gt.meta.wireFine:40, oredict.wireFineBeryllium.name
gregtech:gt.meta.wireFine:130, oredict.wireFineAluminium.name
gregtech:gt.meta.wireFine:220, oredict.wireFineTitanium.name
gregtech:gt.meta.wireFine:240, oredict.wireFineChromium.name
gregtech:gt.meta.wireFine:250, oredict.wireFineManganese.name
gregtech:gt.meta.wireFine:260, oredict.wireFineIron.name
gregtech:gt.meta.wireFine:270, oredict.wireFineCobalt.name
gregtech:gt.meta.wireFine:278, oredict.wireFineCobalt60.name
gregtech:gt.meta.wireFine:280, oredict.wireFineNickel.name
gregtech:gt.meta.wireFine:290, oredict.wireFineCopper.name
gregtech:gt.meta.wireFine:420, oredict.wireFineMolybdenum.name
gregtech:gt.meta.wireFine:460, oredict.wireFinePalladium.name
gregtech:gt.meta.wireFine:470, oredict.wireFineSilver.name
gregtech:gt.meta.wireFine:500, oredict.wireFineTin.name
gregtech:gt.meta.wireFine:600, oredict.wireFineNeodymium.name
gregtech:gt.meta.wireFine:740, oredict.wireFineTungsten.name
gregtech:gt.meta.wireFine:760, oredict.wireFineOsmiumElemental.name
gregtech:gt.meta.wireFine:770, oredict.wireFineIridium.name
gregtech:gt.meta.wireFine:780, oredict.wireFinePlatinum.name
gregtech:gt.meta.wireFine:790, oredict.wireFineGold.name
gregtech:gt.meta.wireFine:820, oredict.wireFineLead.name
gregtech:gt.meta.wireFine:830, oredict.wireFineBismuth.name
gregtech:gt.meta.wireFine:900, oredict.wireFineThorium.name
gregtech:gt.meta.wireFine:920, oredict.wireFineUranium.name
gregtech:gt.meta.wireFine:921, oredict.wireFineUranium235.name
gregtech:gt.meta.wireFine:940, oredict.wireFinePlutonium.name
gregtech:gt.meta.wireFine:943, oredict.wireFinePlutonium241.name
gregtech:gt.meta.wireFine:945, oredict.wireFinePlutonium243.name
gregtech:gt.meta.wireFine:950, oredict.wireFineAmericium.name
gregtech:gt.meta.wireFine:951, oredict.wireFineAmericium241.name
gregtech:gt.meta.wireFine:1740, oredict.wireFineNaquadah.name
gregtech:gt.meta.wireFine:1741, oredict.wireFineNaquadahEnriched.name
gregtech:gt.meta.wireFine:1742, oredict.wireFineNaquadria.name
gregtech:gt.meta.wireFine:2220, oredict.wireFineAdamantium.name
gregtech:gt.meta.wireFine:8600, oredict.wireFineElectrum.name
gregtech:gt.meta.wireFine:8601, oredict.wireFineSterlingSilver.name
gregtech:gt.meta.wireFine:8602, oredict.wireFineRoseGold.name
gregtech:gt.meta.wireFine:8603, oredict.wireFineAngmallen.name
gregtech:gt.meta.wireFine:8604, oredict.wireFineGoldInductive.name
gregtech:gt.meta.wireFine:8605, oredict.wireFineCdInAgAlloy.name
gregtech:gt.meta.wireFine:8606, oredict.wireFineGildedIron.name
gregtech:gt.meta.wireFine:8610, oredict.wireFineBronze.name
gregtech:gt.meta.wireFine:8611, oredict.wireFineBlackBronze.name
gregtech:gt.meta.wireFine:8612, oredict.wireFineBismuthBronze.name
gregtech:gt.meta.wireFine:8613, oredict.wireFineHepatizon.name
gregtech:gt.meta.wireFine:8620, oredict.wireFineBrass.name
gregtech:gt.meta.wireFine:8621, oredict.wireFineCobaltBrass.name
gregtech:gt.meta.wireFine:8622, oredict.wireFineAluminiumAlloy.name
gregtech:gt.meta.wireFine:8630, oredict.wireFineSteel.name
gregtech:gt.meta.wireFine:8631, oredict.wireFineBlackSteel.name
gregtech:gt.meta.wireFine:8632, oredict.wireFineRedSteel.name
gregtech:gt.meta.wireFine:8633, oredict.wireFineBlueSteel.name
gregtech:gt.meta.wireFine:8634, oredict.wireFineDamascusSteel.name
gregtech:gt.meta.wireFine:8635, oredict.wireFineTungstensteel.name
gregtech:gt.meta.wireFine:8636, oredict.wireFineStainlessSteel.name
gregtech:gt.meta.wireFine:8637, oredict.wireFineHSLASteel.name
gregtech:gt.meta.wireFine:8638, oredict.wireFineTungstenCarbide.name
gregtech:gt.meta.wireFine:8639, oredict.wireFineHSLASpringSteel.name
gregtech:gt.meta.wireFine:8640, oredict.wireFineAnnealedCopper.name
gregtech:gt.meta.wireFine:8641, oredict.wireFineDeepIron.name
gregtech:gt.meta.wireFine:8642, oredict.wireFinePigIron.name
gregtech:gt.meta.wireFine:8643, oredict.wireFineWroughtIron.name
gregtech:gt.meta.wireFine:8644, oredict.wireFineIronCompressed.name
gregtech:gt.meta.wireFine:8645, oredict.wireFineIronMagnetic.name
gregtech:gt.meta.wireFine:8646, oredict.wireFineSteelMagnetic.name
gregtech:gt.meta.wireFine:8647, oredict.wireFineNeodymiumMagnetic.name
gregtech:gt.meta.wireFine:8648, oredict.wireFineDarkIron.name
gregtech:gt.meta.wireFine:8649, oredict.wireFineMeteoricIron.name
gregtech:gt.meta.wireFine:8650, oredict.wireFineMeteoricSteel.name
gregtech:gt.meta.wireFine:8651, oredict.wireFineSteelGalvanized.name
gregtech:gt.meta.wireFine:8652, oredict.wireFineTungstenSintered.name
gregtech:gt.meta.wireFine:8658, oredict.wireFineElectrotineAlloy.name
gregtech:gt.meta.wireFine:8659, oredict.wireFineBlueAlloy.name
gregtech:gt.meta.wireFine:8660, oredict.wireFineRedAlloy.name
gregtech:gt.meta.wireFine:8661, oredict.wireFineInvar.name
gregtech:gt.meta.wireFine:8662, oredict.wireFineCupronickel.name
gregtech:gt.meta.wireFine:8663, oredict.wireFineNichrome.name
gregtech:gt.meta.wireFine:8664, oredict.wireFineKanthal.name
gregtech:gt.meta.wireFine:8665, oredict.wireFineMagnalium.name
gregtech:gt.meta.wireFine:8666, oredict.wireFineUltimet.name
gregtech:gt.meta.wireFine:8667, oredict.wireFineTinAlloy.name
gregtech:gt.meta.wireFine:8669, oredict.wireFineSolderingAlloy.name
gregtech:gt.meta.wireFine:8670, oredict.wireFineShadowIron.name
gregtech:gt.meta.wireFine:8671, oredict.wireFineShadowSteel.name
gregtech:gt.meta.wireFine:8672, oredict.wireFineIronWood.name
gregtech:gt.meta.wireFine:8673, oredict.wireFineSteeleaf.name
gregtech:gt.meta.wireFine:8674, oredict.wireFineKnightmetal.name
gregtech:gt.meta.wireFine:8675, oredict.wireFineFierySteel.name
gregtech:gt.meta.wireFine:8676, oredict.wireFineAstralSilver.name
gregtech:gt.meta.wireFine:8677, oredict.wireFineMidasium.name
gregtech:gt.meta.wireFine:8678, oredict.wireFineMithril.name
gregtech:gt.meta.wireFine:8679, oredict.wireFineThaumium.name
gregtech:gt.meta.wireFine:8680, oredict.wireFineDarkThaumium.name
gregtech:gt.meta.wireFine:8681, oredict.wireFineVoidMetal.name
gregtech:gt.meta.wireFine:8682, oredict.wireFineOsmiridium.name
gregtech:gt.meta.wireFine:8683, oredict.wireFineSunnarium.name
gregtech:gt.meta.wireFine:8684, oredict.wireFineTrinaquadalloy.name
gregtech:gt.meta.wireFine:8685, oredict.wireFineChromiumDioxide.name
gregtech:gt.meta.wireFine:8700, oredict.wireFineAluminiumBrass.name
gregtech:gt.meta.wireFine:8701, oredict.wireFineAredrite.name
gregtech:gt.meta.wireFine:8702, oredict.wireFineAlumite.name
gregtech:gt.meta.wireFine:8703, oredict.wireFineManyullyn.name
gregtech:gt.meta.wireFine:8704, oredict.wireFineVibraniumSteel.name
gregtech:gt.meta.wireFine:8705, oredict.wireFineVibraniumSilver.name
gregtech:gt.meta.wireFine:8706, oredict.wireFineVibramantium.name
gregtech:gt.meta.wireFine:8707, oredict.wireFineArdite.name
gregtech:gt.meta.wireFine:8708, oredict.wireFineSignalum.name
gregtech:gt.meta.wireFine:8709, oredict.wireFineLumium.name
gregtech:gt.meta.wireFine:8710, oredict.wireFineEnderium.name
gregtech:gt.meta.wireFine:8711, oredict.wireFineElectrumFlux.name
gregtech:gt.meta.wireFine:8718, oredict.wireFineBedrockHSLAAlloy.name
gregtech:gt.meta.wireFine:8719, oredict.wireFineOsmium.name
gregtech:gt.meta.wireFine:8720, oredict.wireFineManasteel.name
gregtech:gt.meta.wireFine:8721, oredict.wireFineTerrasteel.name
gregtech:gt.meta.wireFine:8722, oredict.wireFineElvenElementium.name
gregtech:gt.meta.wireFine:8725, oredict.wireFinePulsatingIron.name
gregtech:gt.meta.wireFine:8726, oredict.wireFineVibrantAlloy.name
gregtech:gt.meta.wireFine:8727, oredict.wireFineConductiveIron.name
gregtech:gt.meta.wireFine:8728, oredict.wireFineEnergeticAlloy.name
gregtech:gt.meta.wireFine:8729, oredict.wireFineEnderiumBase.name
gregtech:gt.meta.wireFine:8730, oredict.wireFineElectricalSteel.name
gregtech:gt.meta.wireFine:8731, oredict.wireFineDarkSteel.name
gregtech:gt.meta.wireFine:8732, oredict.wireFineSoularium.name
gregtech:gt.meta.wireFine:8750, oredict.wireFineDesh.name
gregtech:gt.meta.wireFine:8751, oredict.wireFineDuranium.name
gregtech:gt.meta.wireFine:8752, oredict.wireFineTritanium.name
gregtech:gt.meta.wireFine:8765, oredict.wireFineCeruclase.name
gregtech:gt.meta.wireFine:8766, oredict.wireFineAtlarus.name
gregtech:gt.meta.wireFine:8767, oredict.wireFineOureclase.name
gregtech:gt.meta.wireFine:8768, oredict.wireFineKalendrite.name
gregtech:gt.meta.wireFine:8769, oredict.wireFineOrichalcum.name
gregtech:gt.meta.wireFine:8770, oredict.wireFineCarmot.name
gregtech:gt.meta.wireFine:8771, oredict.wireFineSanguinite.name
gregtech:gt.meta.wireFine:8772, oredict.wireFineVyroxeres.name
gregtech:gt.meta.wireFine:8773, oredict.wireFineEximite.name
gregtech:gt.meta.wireFine:8774, oredict.wireFinePrometheum.name
gregtech:gt.meta.wireFine:8775, oredict.wireFineIgnatius.name
gregtech:gt.meta.wireFine:8776, oredict.wireFineVulcanite.name
gregtech:gt.meta.wireFine:8777, oredict.wireFineInolashite.name
gregtech:gt.meta.wireFine:8778, oredict.wireFineHaderoth.name
gregtech:gt.meta.wireFine:8779, oredict.wireFineCelenegil.name
gregtech:gt.meta.wireFine:8781, oredict.wireFineDesichalkos.name
gregtech:gt.meta.wireFine:8782, oredict.wireFineTartarite.name
gregtech:gt.meta.wireFine:8783, oredict.wireFineAmordrine.name
gregtech:gt.meta.wireFine:8790, oredict.wireFineTrinitanium.name
gregtech:gt.meta.wireFine:8791, oredict.wireFineDraconium.name
gregtech:gt.meta.wireFine:8792, oredict.wireFineDraconiumAwakened.name
gregtech:gt.meta.minecartWheels:40, oredict.minecartWheelsBeryllium.name
gregtech:gt.meta.minecartWheels:130, oredict.minecartWheelsAluminium.name
gregtech:gt.meta.minecartWheels:220, oredict.minecartWheelsTitanium.name
gregtech:gt.meta.minecartWheels:240, oredict.minecartWheelsChromium.name
gregtech:gt.meta.minecartWheels:250, oredict.minecartWheelsManganese.name
gregtech:gt.meta.minecartWheels:260, oredict.minecartWheelsIron.name
gregtech:gt.meta.minecartWheels:270, oredict.minecartWheelsCobalt.name
gregtech:gt.meta.minecartWheels:278, oredict.minecartWheelsCobalt60.name
gregtech:gt.meta.minecartWheels:280, oredict.minecartWheelsNickel.name
gregtech:gt.meta.minecartWheels:290, oredict.minecartWheelsCopper.name
gregtech:gt.meta.minecartWheels:420, oredict.minecartWheelsMolybdenum.name
gregtech:gt.meta.minecartWheels:460, oredict.minecartWheelsPalladium.name
gregtech:gt.meta.minecartWheels:470, oredict.minecartWheelsSilver.name
gregtech:gt.meta.minecartWheels:500, oredict.minecartWheelsTin.name
